patient_id	doctor_id	label	satisfying_score
125	242	0	0.304
125	44	0	0.496
125	260	0	0.298
125	206	0	0.32
125	190	0	0.446
125	38	0	0.5
126	8	1	0.49
126	1	1	0.683
126	11	1	0.667
126	18	1	0.545
126	25	1	0.405
126	81	0	0.372
126	369	0	0.301
126	72	0	0.378
126	128	0	0.357
126	371	0	0.437
126	108	0	0.337
126	149	0	0.514
127	8	1	0.697
127	4	1	0.649
127	20	1	0.544
127	22	1	0.571
127	30	1	0.657
127	380	0	0.435
127	121	0	0.329
127	83	0	0.181
127	154	0	0.498
127	271	0	0.317
127	120	0	0.53
128	8	1	0.383
128	2	1	0.603
128	4	1	0.865
128	15	1	0.592
128	378	0	0.371
128	299	0	0.4
128	234	0	0.351
128	227	0	0.57
128	155	0	0.382
128	283	0	0.571
129	8	1	0.228
129	9	1	0.715
129	22	1	0.781
129	25	1	0.47
129	32	1	0.438
129	129	0	0.196
129	158	0	0.455
129	398	0	0.522
129	293	0	0.32
129	163	0	0.371
129	68	0	0.49
130	8	1	0.342
130	2	1	0.506
130	7	1	0.517
130	17	1	0.598
130	29	1	0.595
130	414	0	0.554
130	277	0	0.461
130	359	0	0.336
130	182	0	0.448
131	8	1	0.359
131	13	1	0.481
131	19	1	0.643
131	21	1	0.568
131	25	1	0.471
131	28	1	0.509
131	202	0	0.32
131	47	0	0.208
131	46	0	0.503
131	233	0	0.352
132	8	1	0.449
132	16	1	0.668
132	19	1	0.635
132	21	1	0.475
132	26	1	0.544
132	28	1	0.617
132	324	0	0.466
132	297	0	0.266
132	352	0	0.38
132	99	0	0.299
132	245	0	0.289
132	241	0	0.287
132	130	0	0.393
133	8	1	0.281
133	14	1	0.44
133	21	1	0.664
133	22	1	0.696
133	29	1	0.687
133	32	1	0.48
133	35	1	0.575
133	218	0	0.383
133	216	0	0.457
133	256	0	0.296
133	162	0	0.484
133	268	0	0.53
134	8	1	0.377
134	2	1	0.671
134	9	1	0.602
134	29	1	0.656
134	254	0	0.351
134	171	0	0.571
134	329	0	0.324
134	384	0	0.439
134	160	0	0.665
134	273	0	0.217
134	349	0	0.345
135	8	1	0.44
135	3	1	0.609
135	10	1	0.408
135	13	1	0.624
135	27	1	0.44
135	30	1	0.792
135	345	0	0.364
135	199	0	0.219
135	313	0	0.329
135	361	0	0.317
135	375	0	0.502
135	169	0	0.405
135	253	0	0.369
136	8	1	0.529
136	20	1	0.576
136	29	1	0.528
136	32	1	0.546
136	35	1	0.476
136	49	0	0.327
136	103	0	0.309
136	353	0	0.363
136	376	0	0.254
136	177	0	0.531
137	8	1	0.254
137	16	1	0.759
137	20	1	0.707
137	29	1	0.573
137	30	1	0.61
137	31	1	0.597
137	395	0	0.299
137	184	0	0.282
137	175	0	0.275
137	281	0	0.386
137	212	0	0.441
137	305	0	0.364
137	208	0	0.49
138	8	1	0.415
138	5	1	0.706
138	11	1	0.683
138	14	1	0.486
138	26	1	0.554
138	97	0	0.259
138	213	0	0.252
138	410	0	0.473
138	124	0	0.379
138	96	0	0.427
138	105	0	0.537
138	171	0	0.373
139	8	1	0.313
139	4	1	0.657
139	5	1	0.869
139	12	1	0.605
139	18	1	0.586
139	287	0	0.236
139	272	0	0.346
139	346	0	0.357
139	95	0	0.424
139	280	0	0.375
139	94	0	0.216
140	8	1	0.235
140	12	1	0.615
140	14	1	0.444
140	24	1	0.721
140	29	1	0.618
140	164	0	0.312
140	112	0	0.53
140	323	0	0.333
140	417	0	0.503
140	71	0	0.308
140	79	0	0.406
140	72	0	0.277
141	8	1	0.341
141	4	1	0.523
141	7	1	0.559
141	25	1	0.462
141	31	1	0.567
141	34	1	0.625
141	355	0	0.294
141	327	0	0.398
141	400	0	0.318
141	343	0	0.366
141	165	0	0.166
141	157	0	0.272
141	330	0	0.241
142	8	1	0.334
142	5	1	0.656
142	17	1	0.742
142	18	1	0.591
142	19	1	0.491
142	28	1	0.638
142	307	0	0.407
142	160	0	0.442
142	256	0	0.322
142	154	0	0.257
143	8	1	0.195
143	3	1	0.548
143	10	1	0.447
143	19	1	0.577
143	25	1	0.416
143	33	1	0.762
143	194	0	0.307
143	109	0	0.489
143	182	0	0.454
143	397	0	0.266
143	120	0	0.403
143	273	0	0.346
144	9	1	0.539
144	4	1	0.625
144	6	1	0.496
144	17	1	0.596
144	34	1	0.642
144	203	0	0.286
144	223	0	0.374
144	105	0	0.37
144	234	0	0.248
144	399	0	0.412
145	9	1	0.365
145	2	1	0.671
145	7	1	0.574
145	25	1	0.435
145	127	0	0.436
145	385	0	0.563
145	378	0	0.377
145	106	0	0.548
146	9	1	0.518
146	7	1	0.756
146	9	1	0.518
146	31	1	0.501
146	32	1	0.581
146	36	1	0.478
146	399	0	0.412
146	275	0	0.473
146	118	0	0.519
146	320	0	0.454
146	403	0	0.344
146	42	0	0.295
146	167	0	0.365
147	9	1	0.566
147	10	1	0.876
147	14	1	0.467
147	23	1	0.472
147	30	1	0.68
147	31	1	0.583
147	33	1	0.74
147	234	0	0.456
147	299	0	0.37
147	128	0	0.242
147	258	0	0.34
147	326	0	0.295
147	131	0	0.342
147	353	0	0.401
148	9	1	0.614
148	10	1	0.511
148	15	1	0.664
148	21	1	0.493
148	25	1	0.453
148	28	1	0.56
148	60	0	0.391
148	278	0	0.275
148	192	0	0.247
148	188	0	0.512
148	171	0	0.359
149	9	1	0.604
149	2	1	0.533
149	11	1	0.593
149	16	1	0.679
149	22	1	0.672
149	23	1	0.48
149	26	1	0.521
149	231	0	0.159
149	72	0	0.408
149	100	0	0.3
149	96	0	0.318
149	69	0	0.357
149	232	0	0.355
149	130	0	0.462
150	9	1	0.52
150	4	1	0.664
150	12	1	0.635
150	15	1	0.655
150	17	1	0.589
150	33	1	0.726
150	175	0	0.352
150	160	0	0.459
150	254	0	0.379
150	57	0	0.275
150	198	0	0.307
151	9	1	0.617
151	2	1	0.519
151	5	1	0.669
151	9	1	0.617
151	12	1	0.732
151	22	1	0.581
151	80	0	0.386
151	156	0	0.274
151	273	0	0.462
151	234	0	0.287
151	340	0	0.195
151	179	0	0.367
151	239	0	0.299
152	9	1	0.608
152	4	1	0.524
152	20	1	0.519
152	22	1	0.587
152	31	1	0.513
152	197	0	0.264
152	145	0	0.33
152	60	0	0.293
152	220	0	0.332
152	106	0	0.345
153	9	1	0.664
153	1	1	0.59
153	2	1	0.551
153	22	1	0.682
153	258	0	0.358
153	300	0	0.388
153	337	0	0.311
153	46	0	0.398
153	150	0	0.346
153	58	0	0.336
154	9	1	0.631
154	9	1	0.631
154	12	1	0.676
154	16	1	0.698
154	21	1	0.474
154	34	1	0.459
154	51	0	0.322
154	360	0	0.339
154	120	0	0.463
154	278	0	0.263
154	256	0	0.309
155	9	1	0.505
155	8	1	0.518
155	17	1	0.681
155	18	1	0.629
155	19	1	0.449
155	20	1	0.548
155	28	1	0.463
155	195	0	0.453
155	223	0	0.382
155	378	0	0.381
155	363	0	0.29
156	9	1	0.539
156	7	1	0.538
156	9	1	0.539
156	14	1	0.676
156	31	1	0.739
156	32	1	0.544
156	36	1	0.546
156	238	0	0.31
156	56	0	0.328
156	384	0	0.384
156	336	0	0.335
156	74	0	0.341
156	164	0	0.25
157	9	1	0.531
157	6	1	0.618
157	12	1	0.579
157	16	1	0.715
157	18	1	0.641
157	27	1	0.538
157	96	0	0.43
157	112	0	0.448
157	359	0	0.378
157	410	0	0.468
157	57	0	0.395
158	9	1	0.56
158	2	1	0.552
158	6	1	0.515
158	13	1	0.522
158	29	1	0.524
158	31	1	0.499
158	270	0	0.338
158	345	0	0.234
158	258	0	0.357
158	43	0	0.26
158	123	0	0.517
158	393	0	0.595
158	175	0	0.343
159	9	1	0.677
159	22	1	0.597
159	30	1	0.79
159	33	1	0.868
159	379	0	0.351
159	140	0	0.373
159	38	0	0.412
159	322	0	0.297
159	277	0	0.428
159	315	0	0.399
160	9	1	0.375
160	1	1	0.546
160	2	1	0.725
160	18	1	0.677
160	27	1	0.484
160	373	0	0.419
160	263	0	0.342
160	272	0	0.56
160	319	0	0.451
160	77	0	0.331
160	222	0	0.349
160	397	0	0.485
161	9	1	0.505
161	2	1	0.573
161	8	1	0.529
161	9	1	0.505
161	25	1	0.629
161	29	1	0.541
161	63	0	0.316
161	233	0	0.364
161	351	0	0.373
161	335	0	0.356
161	131	0	0.395
162	9	1	0.395
162	9	1	0.395
162	17	1	0.668
162	28	1	0.742
162	29	1	0.53
162	30	1	0.765
162	53	0	0.471
162	155	0	0.367
162	218	0	0.355
162	238	0	0.312
162	160	0	0.326
162	77	0	0.327
162	290	0	0.421
163	10	1	0.523
163	1	1	0.538
163	4	1	0.532
163	7	1	0.543
163	17	1	0.585
163	18	1	0.548
163	34	1	0.476
163	104	0	0.345
163	259	0	0.354
163	42	0	0.417
163	235	0	0.387
163	247	0	0.338
164	10	1	0.583
164	9	1	0.794
164	12	1	0.656
164	18	1	0.561
164	23	1	0.611
164	26	1	0.525
164	30	1	0.66
164	246	0	0.341
164	121	0	0.386
164	76	0	0.268
164	408	0	0.552
164	331	0	0.378
164	282	0	0.366
165	10	1	0.339
165	13	1	0.643
165	18	1	0.623
165	24	1	0.488
165	30	1	0.661
165	341	0	0.426
165	318	0	0.389
165	257	0	0.425
165	38	0	0.485
165	123	0	0.444
166	10	1	0.43
166	6	1	0.609
166	8	1	0.598
166	12	1	0.677
166	14	1	0.528
166	15	1	0.603
166	29	1	0.664
166	31	1	0.732
166	145	0	0.349
166	321	0	0.451
166	120	0	0.482
166	301	0	0.356
166	96	0	0.414
166	178	0	0.224
166	403	0	0.354
167	10	1	0.592
167	6	1	0.433
167	19	1	0.623
167	21	1	0.596
167	35	1	0.445
167	36	1	0.557
167	177	0	0.433
167	39	0	0.226
167	131	0	0.35
167	92	0	0.4
167	417	0	0.442
167	103	0	0.25
167	418	0	0.325
168	10	1	0.482
168	8	1	0.398
168	10	1	0.482
168	19	1	0.458
168	20	1	0.63
168	28	1	0.536
168	180	0	0.386
168	250	0	0.518
168	134	0	0.393
168	90	0	0.499
169	10	1	0.44
169	3	1	0.456
169	8	1	0.513
169	29	1	0.618
169	30	1	0.854
169	32	1	0.49
169	35	1	0.55
169	126	0	0.49
169	137	0	0.377
169	106	0	0.511
169	371	0	0.467
169	44	0	0.501
170	10	1	0.364
170	5	1	0.72
170	7	1	0.648
170	23	1	0.595
170	29	1	0.688
170	34	1	0.423
170	301	0	0.202
170	319	0	0.354
170	153	0	0.464
170	391	0	0.375
170	197	0	0.365
170	90	0	0.395
170	310	0	0.481
171	10	1	0.363
171	3	1	0.533
171	6	1	0.527
171	11	1	0.624
171	366	0	0.49
171	119	0	0.373
171	328	0	0.33
171	251	0	0.288
171	401	0	0.381
172	10	1	0.242
172	7	1	0.776
172	21	1	0.487
172	34	1	0.476
172	36	1	0.523
172	64	0	0.356
172	182	0	0.385
172	68	0	0.473
172	372	0	0.368
172	258	0	0.391
172	392	0	0.323
172	92	0	0.375
173	10	1	0.589
173	13	1	0.465
173	15	1	0.729
173	17	1	0.668
173	25	1	0.585
173	28	1	0.689
173	240	0	0.454
173	292	0	0.3
173	152	0	0.386
173	412	0	0.437
173	208	0	0.407
173	318	0	0.367
173	296	0	0.504
174	10	1	0.372
174	1	1	0.642
174	7	1	0.525
174	12	1	0.713
174	14	1	0.45
174	28	1	0.506
174	53	0	0.339
174	69	0	0.242
174	337	0	0.151
174	314	0	0.373
174	360	0	0.331
174	289	0	0.486
174	180	0	0.328
175	10	1	0.372
175	7	1	0.579
175	14	1	0.559
175	16	1	0.708
175	19	1	0.54
175	28	1	0.656
175	32	1	0.588
175	362	0	0.203
175	182	0	0.366
175	115	0	0.455
175	160	0	0.522
175	176	0	0.419
175	116	0	0.348
175	292	0	0.267
176	10	1	0.397
176	1	1	0.584
176	2	1	0.57
176	7	1	0.677
176	11	1	0.665
176	21	1	0.695
176	24	1	0.612
176	259	0	0.342
176	45	0	0.313
176	343	0	0.412
176	216	0	0.396
176	85	0	0.525
176	146	0	0.406
177	10	1	0.322
177	9	1	0.589
177	10	1	0.322
177	15	1	0.561
177	25	1	0.487
177	28	1	0.499
177	29	1	0.518
177	366	0	0.572
177	58	0	0.28
177	384	0	0.527
177	198	0	0.336
177	403	0	0.415
177	291	0	0.284
178	10	1	0.327
178	5	1	0.637
178	18	1	0.559
178	21	1	0.505
178	32	1	0.425
178	129	0	0.399
178	176	0	0.392
178	64	0	0.551
178	409	0	0.397
178	91	0	0.412
178	178	0	0.354
179	10	1	0.436
179	3	1	0.501
179	23	1	0.563
179	27	1	0.444
179	28	1	0.546
179	177	0	0.187
179	387	0	0.395
179	210	0	0.709
179	414	0	0.513
179	273	0	0.373
179	125	0	0.419
179	288	0	0.416
180	10	1	0.434
180	12	1	0.686
180	15	1	0.572
180	29	1	0.61
180	33	1	0.758
180	65	0	0.432
180	98	0	0.265
180	229	0	0.376
180	38	0	0.546
180	295	0	0.428
181	11	1	0.399
181	2	1	0.523
181	3	1	0.459
181	23	1	0.476
181	27	1	0.644
181	28	1	0.566
181	165	0	0.472
181	359	0	0.379
181	376	0	0.492
181	339	0	0.283
181	62	0	0.409
181	338	0	0.233
182	11	1	0.702
182	6	1	0.49
182	7	1	0.635
182	10	1	0.462
182	16	1	0.689
182	18	1	0.571
182	27	1	0.442
182	28	1	0.694
182	400	0	0.259
182	406	0	0.632
182	61	0	0.225
182	334	0	0.465
182	243	0	0.351
182	197	0	0.346
182	291	0	0.351
183	11	1	0.662
183	3	1	0.527
183	7	1	0.644
183	10	1	0.485
183	261	0	0.315
183	87	0	0.329
183	125	0	0.447
183	196	0	0.304
184	11	1	0.715
184	3	1	0.52
184	6	1	0.435
184	10	1	0.587
184	11	1	0.715
184	20	1	0.566
184	392	0	0.431
184	179	0	0.338
184	183	0	0.412
184	271	0	0.21
185	11	1	0.714
185	4	1	0.734
185	22	1	0.617
185	30	1	0.632
185	31	1	0.529
185	224	0	0.419
185	273	0	0.311
185	106	0	0.584
185	124	0	0.347
185	103	0	0.424
186	11	1	0.41
186	11	1	0.41
186	13	1	0.618
186	16	1	0.792
186	20	1	0.657
186	27	1	0.466
186	138	0	0.351
186	79	0	0.316
186	166	0	0.389
186	100	0	0.392
186	313	0	0.317
186	309	0	0.353
187	11	1	0.672
187	3	1	0.455
187	6	1	0.523
187	10	1	0.409
187	11	1	0.672
187	20	1	0.71
187	319	0	0.341
187	124	0	0.362
187	89	0	0.485
187	153	0	0.471
187	199	0	0.325
187	237	0	0.493
187	410	0	0.419
188	11	1	0.431
188	1	1	0.544
188	16	1	0.649
188	19	1	0.68
188	28	1	0.46
188	29	1	0.566
188	109	0	0.547
188	303	0	0.414
188	50	0	0.533
188	114	0	0.415
188	70	0	0.392
188	44	0	0.44
189	11	1	0.395
189	2	1	0.594
189	3	1	0.589
189	13	1	0.54
189	16	1	0.826
189	22	1	0.615
189	32	1	0.537
189	279	0	0.448
189	418	0	0.254
189	98	0	0.378
189	194	0	0.231
189	124	0	0.371
189	65	0	0.528
190	11	1	0.457
190	1	1	0.659
190	12	1	0.746
190	14	1	0.448
190	18	1	0.655
190	33	1	0.727
190	103	0	0.174
190	312	0	0.435
190	256	0	0.268
190	302	0	0.324
190	372	0	0.355
190	179	0	0.436
190	252	0	0.313
191	11	1	0.42
191	5	1	0.676
191	8	1	0.433
191	13	1	0.495
191	14	1	0.486
191	65	0	0.525
191	194	0	0.275
191	129	0	0.156
191	357	0	0.41
191	69	0	0.242
191	181	0	0.353
192	11	1	0.648
192	1	1	0.604
192	3	1	0.613
192	4	1	0.563
192	19	1	0.467
192	31	1	0.593
192	194	0	0.139
192	195	0	0.492
192	290	0	0.411
192	147	0	0.491
192	370	0	0.564
192	252	0	0.488
193	11	1	0.643
193	1	1	0.631
193	7	1	0.545
193	10	1	0.589
193	19	1	0.624
193	20	1	0.699
193	126	0	0.501
193	354	0	0.395
193	292	0	0.342
193	278	0	0.295
193	68	0	0.451
194	11	1	0.464
194	6	1	0.482
194	7	1	0.521
194	11	1	0.464
194	21	1	0.514
194	25	1	0.462
194	30	1	0.614
194	36	1	0.432
194	171	0	0.483
194	315	0	0.399
194	239	0	0.409
194	278	0	0.313
194	56	0	0.372
194	112	0	0.475
194	48	0	0.48
195	11	1	0.465
195	11	1	0.465
195	13	1	0.558
195	16	1	0.669
195	20	1	0.556
195	27	1	0.569
195	248	0	0.308
195	148	0	0.315
195	356	0	0.528
195	291	0	0.307
195	215	0	0.326
195	187	0	0.456
196	11	1	0.585
196	6	1	0.412
196	24	1	0.623
196	34	1	0.426
196	35	1	0.599
196	328	0	0.327
196	123	0	0.456
196	254	0	0.239
196	221	0	0.573
196	77	0	0.377
196	297	0	0.341
196	75	0	0.381
197	11	1	0.488
197	3	1	0.548
197	32	1	0.445
197	35	1	0.54
197	404	0	0.354
197	403	0	0.419
197	182	0	0.424
197	45	0	0.455
198	12	1	0.73
198	1	1	0.682
198	25	1	0.631
198	33	1	0.726
198	150	0	0.376
198	92	0	0.33
198	49	0	0.371
198	339	0	0.354
198	275	0	0.439
199	12	1	0.579
199	2	1	0.502
199	5	1	0.612
199	9	1	0.616
199	26	1	0.521
199	124	0	0.227
199	85	0	0.227
199	321	0	0.458
199	405	0	0.319
199	187	0	0.519
199	379	0	0.324
199	406	0	0.542
200	12	1	0.6
200	6	1	0.461
200	12	1	0.6
200	16	1	0.748
200	18	1	0.642
200	27	1	0.564
200	211	0	0.442
200	97	0	0.349
200	196	0	0.322
200	200	0	0.42
200	152	0	0.358
200	70	0	0.368
201	12	1	0.623
201	4	1	0.537
201	15	1	0.662
201	19	1	0.512
201	21	1	0.587
201	22	1	0.66
201	26	1	0.531
201	124	0	0.218
201	83	0	0.588
201	403	0	0.383
201	278	0	0.337
201	396	0	0.351
201	364	0	0.353
202	12	1	0.672
202	9	1	0.628
202	12	1	0.672
202	17	1	0.671
202	18	1	0.574
202	36	1	0.501
202	314	0	0.364
202	64	0	0.506
202	294	0	0.328
202	101	0	0.444
202	380	0	0.386
203	12	1	0.656
203	4	1	0.575
203	10	1	0.525
203	12	1	0.656
203	16	1	0.68
203	29	1	0.593
203	33	1	0.754
203	184	0	0.283
203	316	0	0.274
203	336	0	0.298
203	328	0	0.307
204	12	1	0.553
204	9	1	0.683
204	20	1	0.537
204	22	1	0.63
204	25	1	0.53
204	216	0	0.485
204	243	0	0.154
204	68	0	0.267
204	251	0	0.32
204	180	0	0.41
204	163	0	0.34
204	112	0	0.448
205	12	1	0.521
205	12	1	0.521
205	14	1	0.457
205	20	1	0.571
205	22	1	0.626
205	25	1	0.442
205	346	0	0.357
205	123	0	0.318
205	274	0	0.382
205	200	0	0.403
205	223	0	0.192
206	12	1	0.57
206	4	1	0.515
206	9	1	0.608
206	12	1	0.57
206	18	1	0.623
206	31	1	0.666
206	97	0	0.246
206	233	0	0.449
206	249	0	0.28
206	115	0	0.348
206	366	0	0.548
207	12	1	0.659
207	9	1	0.643
207	15	1	0.589
207	18	1	0.582
207	27	1	0.451
207	33	1	0.73
207	184	0	0.29
207	102	0	0.179
207	300	0	0.416
207	160	0	0.522
207	51	0	0.539
208	12	1	0.363
208	8	1	0.431
208	12	1	0.363
208	24	1	0.694
208	27	1	0.734
208	29	1	0.586
208	366	0	0.586
208	199	0	0.339
208	406	0	0.659
208	331	0	0.454
208	252	0	0.509
208	228	0	0.312
209	12	1	0.629
209	4	1	0.636
209	9	1	0.561
209	12	1	0.629
209	31	1	0.768
209	134	0	0.414
209	304	0	0.286
209	82	0	0.481
209	301	0	0.261
210	12	1	0.585
210	10	1	0.562
210	24	1	0.553
210	29	1	0.613
210	33	1	0.748
210	295	0	0.364
210	128	0	0.338
210	176	0	0.269
210	388	0	0.282
210	118	0	0.24
210	195	0	0.485
210	97	0	0.309
211	12	1	0.657
211	6	1	0.432
211	9	1	0.644
211	16	1	0.722
211	18	1	0.655
211	27	1	0.477
211	195	0	0.41
211	322	0	0.29
211	323	0	0.371
211	199	0	0.308
211	108	0	0.524
212	12	1	0.517
212	4	1	0.532
212	14	1	0.485
212	15	1	0.608
212	18	1	0.58
212	28	1	0.626
212	33	1	0.748
212	72	0	0.36
212	38	0	0.513
212	115	0	0.455
212	400	0	0.267
212	224	0	0.317
213	12	1	0.52
213	9	1	0.612
213	17	1	0.749
213	34	1	0.432
213	36	1	0.546
213	321	0	0.404
213	253	0	0.401
213	178	0	0.277
213	52	0	0.445
214	12	1	0.598
214	13	1	0.528
214	16	1	0.672
214	24	1	0.6
214	252	0	0.428
214	306	0	0.185
214	402	0	0.695
214	254	0	0.391
214	57	0	0.255
214	182	0	0.396
214	417	0	0.286
215	12	1	0.765
215	12	1	0.765
215	14	1	0.517
215	22	1	0.712
215	25	1	0.481
215	308	0	0.477
215	235	0	0.33
215	211	0	0.597
215	327	0	0.29
215	132	0	0.354
216	12	1	0.523
216	8	1	0.526
216	10	1	0.448
216	15	1	0.58
216	31	1	0.654
216	332	0	0.455
216	294	0	0.523
216	115	0	0.422
216	53	0	0.43
217	12	1	0.647
217	5	1	0.601
217	6	1	0.421
217	17	1	0.64
217	21	1	0.689
217	267	0	0.394
217	131	0	0.177
217	332	0	0.515
217	117	0	0.475
217	342	0	0.32
217	110	0	0.368
217	368	0	0.379
218	13	1	0.28
218	8	1	0.413
218	11	1	0.573
218	13	1	0.28
218	20	1	0.531
218	32	1	0.521
218	271	0	0.378
218	345	0	0.362
218	284	0	0.375
218	62	0	0.329
218	176	0	0.428
218	342	0	0.246
218	140	0	0.419
219	13	1	0.246
219	13	1	0.246
219	16	1	0.832
219	24	1	0.5
219	33	1	0.754
219	67	0	0.196
219	248	0	0.287
219	69	0	0.377
219	328	0	0.277
219	151	0	0.395
219	349	0	0.297
219	270	0	0.289
220	13	1	0.401
220	13	1	0.401
220	14	1	0.47
220	16	1	0.694
220	21	1	0.544
220	24	1	0.693
220	33	1	0.725
220	242	0	0.248
220	146	0	0.456
220	44	0	0.484
220	413	0	0.337
220	320	0	0.511
220	68	0	0.268
221	13	1	0.483
221	2	1	0.492
221	16	1	0.76
221	23	1	0.632
221	35	1	0.578
221	36	1	0.68
221	372	0	0.285
221	40	0	0.17
221	268	0	0.487
221	224	0	0.29
222	13	1	0.424
222	2	1	0.667
222	3	1	0.615
222	11	1	0.627
222	16	1	0.813
222	22	1	0.66
222	32	1	0.554
222	241	0	0.218
222	57	0	0.278
222	132	0	0.448
222	62	0	0.406
222	148	0	0.165
222	390	0	0.326
222	225	0	0.402
223	13	1	0.416
223	1	1	0.547
223	6	1	0.639
223	19	1	0.484
223	21	1	0.474
223	24	1	0.838
223	31	1	0.602
223	33	1	0.725
223	274	0	0.325
223	38	0	0.496
223	195	0	0.481
223	351	0	0.315
224	13	1	0.643
224	6	1	0.404
224	17	1	0.718
224	23	1	0.46
224	24	1	0.621
224	25	1	0.462
224	36	1	0.45
224	56	0	0.334
224	295	0	0.394
224	373	0	0.421
224	331	0	0.452
224	202	0	0.387
225	13	1	0.416
225	19	1	0.475
225	22	1	0.717
225	26	1	0.613
225	224	0	0.427
225	106	0	0.55
225	345	0	0.432
225	280	0	0.395
226	13	1	0.271
226	4	1	0.674
226	7	1	0.552
226	15	1	0.677
226	16	1	0.657
226	24	1	0.549
226	29	1	0.557
226	91	0	0.37
226	60	0	0.394
226	137	0	0.444
226	351	0	0.232
226	288	0	0.434
226	246	0	0.313
226	165	0	0.457
227	13	1	0.321
227	8	1	0.466
227	11	1	0.639
227	13	1	0.321
227	22	1	0.709
227	29	1	0.577
227	31	1	0.556
227	152	0	0.32
227	216	0	0.57
227	219	0	0.451
227	208	0	0.448
227	400	0	0.264
228	13	1	0.632
228	15	1	0.715
228	17	1	0.62
228	19	1	0.499
228	25	1	0.465
228	304	0	0.348
228	183	0	0.412
228	294	0	0.555
228	90	0	0.461
228	247	0	0.365
228	39	0	0.361
229	13	1	0.333
229	5	1	0.623
229	26	1	0.554
229	34	1	0.432
229	131	0	0.397
229	333	0	0.325
229	141	0	0.503
229	249	0	0.242
229	361	0	0.348
229	43	0	0.465
230	13	1	0.515
230	13	1	0.515
230	16	1	0.679
230	24	1	0.531
230	33	1	0.738
230	380	0	0.459
230	187	0	0.417
230	259	0	0.317
230	246	0	0.374
230	256	0	0.336
231	13	1	0.582
231	8	1	0.524
231	19	1	0.457
231	20	1	0.547
231	25	1	0.496
231	32	1	0.499
231	256	0	0.29
231	46	0	0.444
231	136	0	0.403
231	295	0	0.314
231	56	0	0.222
232	13	1	0.413
232	1	1	0.563
232	12	1	0.598
232	18	1	0.561
232	19	1	0.545
232	33	1	0.752
232	34	1	0.568
232	70	0	0.283
232	203	0	0.405
232	148	0	0.429
232	296	0	0.444
233	14	1	0.456
233	9	1	0.633
233	12	1	0.667
233	23	1	0.654
233	25	1	0.551
233	26	1	0.534
233	30	1	0.651
233	31	1	0.557
233	245	0	0.3
233	352	0	0.487
233	397	0	0.536
233	265	0	0.329
233	354	0	0.361
233	222	0	0.4
233	272	0	0.546
234	14	1	0.631
234	7	1	0.5
234	10	1	0.433
234	12	1	0.713
234	15	1	0.674
234	28	1	0.568
234	86	0	0.459
234	204	0	0.225
234	162	0	0.505
234	396	0	0.343
234	351	0	0.237
235	14	1	0.453
235	3	1	0.767
235	20	1	0.543
235	25	1	0.492
235	27	1	0.558
235	29	1	0.537
235	32	1	0.651
235	35	1	0.475
235	296	0	0.408
235	176	0	0.352
235	197	0	0.327
235	373	0	0.429
235	256	0	0.222
236	14	1	0.499
236	12	1	0.605
236	18	1	0.583
236	33	1	0.733
236	72	0	0.333
236	167	0	0.32
236	37	0	0.409
236	277	0	0.447
236	116	0	0.479
236	344	0	0.279
237	14	1	0.511
237	2	1	0.519
237	14	1	0.511
237	27	1	0.506
237	29	1	0.528
237	214	0	0.246
237	337	0	0.206
237	238	0	0.33
237	165	0	0.429
237	248	0	0.373
237	105	0	0.532
237	125	0	0.475
238	14	1	0.363
238	8	1	0.429
238	10	1	0.488
238	12	1	0.596
238	13	1	0.632
238	284	0	0.345
238	131	0	0.293
238	117	0	0.529
238	304	0	0.368
238	362	0	0.317
238	121	0	0.485
238	44	0	0.472
239	14	1	0.211
239	2	1	0.607
239	25	1	0.502
239	29	1	0.58
239	32	1	0.451
239	226	0	0.26
239	215	0	0.399
239	337	0	0.292
239	319	0	0.41
239	254	0	0.305
239	161	0	0.325
239	213	0	0.435
240	14	1	0.378
240	5	1	0.734
240	11	1	0.593
240	13	1	0.683
240	14	1	0.378
240	26	1	0.53
240	34	1	0.542
240	131	0	0.256
240	206	0	0.348
240	337	0	0.229
240	355	0	0.416
240	383	0	0.567
240	225	0	0.359
240	411	0	0.546
241	14	1	0.362
241	5	1	0.634
241	12	1	0.711
241	17	1	0.746
241	26	1	0.67
241	28	1	0.67
241	363	0	0.273
241	301	0	0.348
241	397	0	0.504
241	159	0	0.472
241	304	0	0.321
241	64	0	0.457
241	329	0	0.307
242	14	1	0.578
242	1	1	0.608
242	12	1	0.656
242	22	1	0.658
242	25	1	0.588
242	33	1	0.744
242	337	0	0.315
242	120	0	0.449
242	413	0	0.36
242	236	0	0.404
243	14	1	0.221
243	8	1	0.474
243	21	1	0.489
243	29	1	0.552
243	32	1	0.718
243	172	0	0.414
243	37	0	0.561
243	198	0	0.397
243	407	0	0.481
243	243	0	0.331
243	313	0	0.453
244	14	1	0.501
244	12	1	0.836
244	15	1	0.671
244	27	1	0.424
244	31	1	0.55
244	336	0	0.286
244	90	0	0.523
244	376	0	0.326
244	208	0	0.449
245	14	1	0.373
245	1	1	0.571
245	5	1	0.715
245	13	1	0.619
245	14	1	0.373
245	362	0	0.327
245	394	0	0.317
245	208	0	0.488
245	400	0	0.292
245	417	0	0.519
246	14	1	0.406
246	2	1	0.512
246	14	1	0.406
246	27	1	0.431
246	29	1	0.613
246	167	0	0.304
